stop_id;station;typeNP;typePP;N_CA_Park_f;N_CA_Park_p;N_CA_Park_Tot;N_CA_Park_occ;N_AT_Park_occ;N_AT_Park_f;N_AT_Park_p;N_AT_Park_Tot;N_BTM_freq;N_BTM_rout;N_TR_freq_tue;N_TR_freq_sat;N_TR_freq_off;N_TR_amp;N_TR_ttcentr;N_TR_trcentr;P_DE_res;P_DE_job;P_DE_bas;P_DE_reg;P_DE_met;P_DI_shan;P_DI_IJI;P_DG_IC;P_DG_perm;P_DG_netw;PP_MOT_sec;PP_MOT_tert;PP_MOT_work;PP_MOT_other;PP_RID_orig;PP_RID_rid;PP_RID_dest;PP_EFF_walk;PP_EFF_bike;PP_EFF_far
8895000;Aalst;2;1;0;631;631;504,8;899;1498;0;1498;1078;34;138;87;7;0,61252363;8,433947902;5,70212766;17091;11122,05075;259,5920852;209,6825771;167,8731505;8,308423913;86,4676;647;459;6497;0,113463534;0,071842541;0,102180638;0,065026716;0,647486572;1,153663761;0,352513428;0,103812224;0,413043478;0,483144297
8895125;Aalst Kerrebroek;4;4;7;0;7;22;1;14;0;14;0;0;14;0;0;0,288160204;7,822207924;0;8973;2025,173395;181,8841237;168,5189999;136,6495675;5,647321429;72,9081;310;240;3641;;;;;0,607238506;0;0,392761494;;;
8891140;Aalter;1;1;351;0;351;521;972;600;0;600;41;2;118;99;6;0,685216049;7,720603451;6,276595743;4625;1350,708687;144,5383672;108,6843041;53,59188893;6,36548913;70,6168;349;264;2991;0,067037532;0,005302774;0,035628093;0,048801101;0,843230501;0,334243618;0,156769499;0,155;0,299166667;0,545833333
8833209;Aarschot;2;1;1269;0;1269;1840;763;790;125;915;387;21;195;103;10;0,648919753;8,276306952;5,393617025;5413;5899,174686;178,3020706;194,5137432;145,4149804;7,444681677;84,6995;535;446;4357;0,024312705;0,008984506;0,024428797;0,040309108;0,865155259;0,929308456;0,134844741;0,082607548;0,238057535;0,679334917
8892288;Aarsele;4;1;6;0;6;11;22;28;0;28;12;1;6;0;0;0,26265625;7,4705727;4,234042554;738;472,5179121;50,09572597;34,18077894;0,955905625;1,015139752;61,5836;132;84;888;0;0;0,023436595;0,018642638;0,957920766;0,002616388;0,042079234;0,044444444;0,866666667;0,088888889
8831039;Alken;1;1;217;0;217;173,6;124,8;156;0;156;93;7;43;34;2;0,613611111;4,846757579;4,96808511;1224;1976,396305;79,21391869;68,70201221;18,31312111;5,951086957;83,5167;172;118;936;0;0;0,018087724;0,082653374;0,899258903;0,086994914;0,100741097;0,052631579;0,495126706;0,452241715
8821121;Antwerpen-Berchem;5;4;90;757;847;677,6;1269;3247;252;3499;2295;20;677;481;38;0,706066744;7,69856503;6,840425534;30767;11145,02454;280,3058678;272,2409241;230,5804775;7,071040373;83,2179;692;514;8764;;;;;0,508484066;2,510424673;0,491515934;;;
8821006;Antwerpen-Centraal;5;4;0;1021;1021;816,8;836;2026;0;2026;3772;28;430;277;25;0,717785494;7,506940996;6,946808514;48575;30195,20585;287,9946652;274,776265;218,1547748;8,279309006;92,2544;959;697;9220;;;;;0,432200689;5,718770952;0,567799311;;;
8821063;Antwerpen-Luchtbal;2;6;80;0;80;64;81,6;102;0;102;767;12;153;37;6;0,621250482;7,157695312;5,627659576;13303;6248,10345;195,8362634;195,7206491;159,196136;5,659937888;83,846;407;358;5303;;;;;0,429437631;0,036629438;0,570562369;;;
8821089;Antwerpen-Noorderdokken;1;6;16;0;16;16;16;30;0;30;0;0;107;37;6;0,608183353;6,81753373;5,617021278;4866;1370,417212;99,78956106;110,075295;97,17363733;2,216614907;73,5396;239;282;3173;;;;;0,559671868;0,008666787;0,440328132;;;
8821196;Antwerpen-Zuid;2;6;328;0;328;262,4;157;212;0;212;1739;13;169;100;10;0,587777778;7,459536623;3,851063834;22173;8862,824561;226,811595;220,7111526;193,1640624;6,054930124;86,8413;513;455;6756;;;;;0,422797044;0,385099668;0,577202956;;;
8892734;Anzegem;1;1;83;0;83;36;35;96;0;96;43;2;43;0;2;0,465048225;5,964613599;4,851063832;1330;750,0092561;80,6285155;57,92533176;6,608024827;3,023097826;60,9468;168;128;1216;0;0;0,02540967;0,040604625;0,933985705;0,027799127;0,066014295;0,112727273;0,505454545;0,381818182
8895745;Appelterre;1;5;58;0;58;67;16;42;0;42;0;0;51;31;2;0,593113908;6,313118746;4,744680851;2023;105,3905964;68,90348309;50,16326807;26,61732272;3,707298137;51,4885;128;105;1482;0;0;0,002452188;0,033263307;0,964284505;0,032214282;0,035715495;0,547770701;0,27388535;0,178343949
8814472;Arcaden;3;1;;0;;;;0;0;0;1036;2;28;0;2;0,295664063;9,154779327;5,382978726;23938;9642,976181;232,558609;223,2504547;186,406513;8,594720497;;760;589;3392;;;;;;;;;;
8812070;Asse;2;2;127;8;135;110,4;144;197;0;197;330;10;69;32;4;0,579290123;8,250154069;5,276595746;6236;3427,042863;168,7955567;151,7582406;65,84261318;5,98117236;72,3052;509;416;4353;0,021224015;0,016155593;0,087794996;0,053149101;0,821676295;0,166467712;0,178323705;0,231078905;0,429951691;0,338969404
8822160;Baasrode-Zuid;1;2;12;0;12;22;59;114;0;114;0;0;42;0;2;0,615788966;6,75370305;3,563829789;1066;264,8834146;66,80306071;99,68526313;95,7452928;2,502911491;71,1285;123;110;1077;0;0;0,03870502;0,048795917;0,912499062;0,024528641;0,087500938;0,29787234;0,609929078;0,092198582
8895257;Balegem-Dorp;4;1;60;0;60;39;72;215;0;215;0;0;44;32;2;0,56562934;5,800886861;1,90425532;2028;145,7559829;104,0609109;64,09135502;7,131558001;3,617041925;61,6756;160;124;1715;0;0;0,00821464;0,026853144;0,964932215;0,044315079;0,035067785;0,015184382;0,548806941;0,436008677
8895240;Balegem-Zuid;1;1;36;0;36;39;27;64;0;64;0;0;44;0;2;0,571914062;5,542431108;1,90425532;745;75,53869103;38,00597218;52,64773;23,27503689;1,329580745;67,0117;66;67;641;0;0;0,010691907;0,03043109;0,958877004;0,024528641;0,041122996;0;0,583333333;0,416666667
8832045;Balen;4;2;83;0;83;66,4;112;140;0;140;58;2;34;30;2;0,478402778;3,437689263;0,10638298;4157;876,9220372;185,6081849;152,5350151;101,2849821;5,487189441;60,4134;355;251;3788;0;0;0,025913741;0,11762862;0,856457639;0,037610583;0,143542361;0,204506066;0,336221837;0,459272097
8895463;Bambrugge;4;5;15;0;15;1;1;14;0;14;0;0;14;0;0;0,271991223;6,853064023;0;2139;143,2639608;138,7593155;79,22965701;20,38001539;3,300659938;61,6739;232;178;2293;0;0;0;0,011113595;0,988886405;0,002452864;0,011113595;0,609375;0,34375;0,046875
8891124;Beernem;1;1;119;0;119;132;259;448;0;448;37;3;51;36;2;0,662415123;7,144235007;6,276595743;2827;850,863581;120,0446229;86,35226905;56,04780902;6,992430124;75,0223;283;267;2551;0,034390396;0;0,07438878;0,05298822;0,838232604;0,118228051;0,161767396;0,181438999;0,331595412;0,486965589
8814423;Beersel;1;2;67;0;67;53,6;11,2;14;0;14;0;0;93;28;6;0,546983507;8,579286112;3,627659575;2444;189,0325036;103,873831;91,02822283;97,80221593;3,246312112;64,2572;182;174;2207;0;0;0,010960578;0,044350746;0,944688676;0,03826468;0,055311324;0,342857143;0,448979592;0,208163265
8894151;Beervelde;1;1;72;0;72;51;89;82;0;82;30;1;37;30;2;0,50765625;8,201538642;5,031914896;607;172,0111202;71,99038391;43,79445484;12,31708588;0,812305901;76,7562;136;131;1416;0;0;0,009965892;0,061232176;0,928801933;0,030906088;0,071198067;0,0472103;0,35193133;0,600858369
8821865;Begijnendijk;1;2;91;0;91;91;78;140;0;140;0;0;45;34;2;0,628937114;7,776760582;2,797872343;2508;207,4556662;103,5815848;77,9320879;57,36506131;4,95632764;56,0816;251;193;1634;0;0;0,022669391;0,058632855;0,918697754;0,037283535;0,081302246;0,193490054;0,515370705;0,291139241
8891157;Bellem;1;2;29;0;29;14;81;154;0;154;0;0;42;36;2;0,635563272;7,979422897;6,276595743;1097;120,4774051;76,58735493;53,86977699;32,0926392;3,907220497;75,6854;118;127;1355;0;0;0,035664218;0,057160274;0,907175509;0,023220447;0,092824491;0,36627907;0,51744186;0,11627907
8894433;Belsele;1;2;18;0;18;17;30;122;0;122;0;0;70;32;4;0,592044753;7,384670777;5,638297875;3173;468,5778689;152,4084179;120,9586772;117,3366955;4,476902174;70,8234;310;226;2861;0;0;0,013936516;0,0735298;0,912533685;0,039572875;0,087466315;0,322916667;0,458333333;0,21875
8832235;Beringen;4;2;43;0;43;34,4;100,8;126;0;126;541;6;34;30;2;0,446298225;1,953195044;0,10638298;4283;1214,264545;157,2683348;148,9463263;46,75581402;4,722437888;68,3612;430;335;3046;0;0;0,061608984;0,161534322;0,776856694;0,014717185;0,223143306;;;
8821816;Berlaar;1;2;140;0;140;118;232;260;0;260;0;0;45;34;2;0,603858507;7,252375225;2,797872343;4472;720,8522798;160,5432563;102,7869091;41,82988112;5,504658385;66,281;355;301;3011;0;0;0,090504668;0,05695181;0,852543522;0,057233496;0,147456478;0,286158631;0,441679627;0,272161742
8894748;Beveren;1;1;186;0;186;163;319;274;0;274;0;0;76;66;4;0,587777778;6,961598736;3,627659575;6349;3568,266927;169,306993;121,2957903;61,77095592;6,579968944;84,3972;460;306;3887;0,060851138;0,015960954;0,090455177;0,076736613;0,755996117;0,158291498;0,244003883;0,147368421;0,529824561;0,322807018
8832227;Beverlo;4;1;76;0;76;60,8;91,2;114;0;114;28;1;34;30;2;0,457501929;1,950824453;0,10638298;2305;419,5243846;100,7715919;116,4004498;69,47501495;4,934006211;67,4567;242;196;2307;0;0;0,066578371;0,046246474;0,887175156;0,025019214;0,112824844;0,011235955;0,116104869;0,872659176
8831138;Bilzen;4;1;226;0;226;180,8;129,6;162;0;162;188;5;73;34;4;0,465995853;4,449744044;5,808510641;4311;2268,418356;152,527929;140,8936939;29,88945585;6,825504658;82,4205;440;360;3066;0,040982251;0;0,025499832;0,12542975;0,808088168;0,086340817;0,191911832;0,074944072;0,195749441;0,729306488
8896388;Bissegem;2;2;50;0;50;32;46;52;0;52;15;1;45;35;2;0,59632716;6,205231741;4,904255318;6582;1064,593001;167,2704478;180,1301619;155,814364;6,142274845;72,0787;538;419;4164;0;0;0,067440699;0,073199234;0,859360068;0,031887234;0,140639932;0,421621622;0,427027027;0,151351351
8891405;Blankenberge;2;3;27;200;227;593,6;277;214;0;214;164;4;20;16;1;0,454687982;4,810082219;4,96808511;15368;3666,227207;223,3064393;185,4489939;103,8492022;7,157414596;82,4568;978;709;7897;0,009663135;0,009254113;0,040686705;0,400408666;0,53998738;0,268179811;0,46001262;0,390946502;0,384773663;0,224279835
8812021;Bockstael;3;3;50;0;50;;;12;0;12;2628;20;108;36;6;0,544931038;9,525284411;5,521276596;41234;2323,924159;261,412659;245,7191453;229,0371051;9,059588509;;684;570;3773;;;;;0,56146224;0,143410789;0,43853776;;;
8821634;Boechout;2;2;175;0;175;140;291;398;0;398;320;3;79;34;4;0,606019001;7,349127568;2,936170213;6511;1791,394651;220,759149;207,9461367;122,7041851;8,027950311;81,2986;401;323;4163;0,021518928;0;0,11800904;0,083599139;0,776872892;0,06884372;0,223127108;0,365418895;0,409982175;0,22459893
8831781;Bokrijk;4;3;12;0;12;9,6;52,8;66;0;66;0;0;49;33;2;0,53371142;3,762026949;4,96808511;929;243,4608903;105,4090764;123,0812328;131,0049242;3,589868012;73,995;204;242;2696;0;0;0,110582125;0,272631704;0,616786171;0,025346263;0,383213829;0,157142857;0,457142857;0,385714286
8821857;Booischot;1;2;107;0;107;57;88;146;0;146;24;1;45;34;2;0,622345679;7,463186558;2,797872343;1819;164,8476834;107,2048989;74,41803771;17,32433933;3,623835404;52,2315;202;156;1398;0;0;0,009279809;0,060288129;0,930432062;0,036138865;0,069567938;0,160427807;0,545454545;0,294117647
8822814;Boom;4;1;66;0;66;68;66;140;0;140;172;7;63;34;4;0,528650174;5,915071573;0,904255322;4575;3659,502988;97,33687835;93,50419301;80,00243759;4,91556677;84,867;304;258;2482;0,020023432;0,128049005;0,05029915;0,244157086;0,557471327;0,033031904;0,442528673;0,188118812;0,52970297;0,282178218
8814456;Boondaal;3;6;120;0;120;;;20;0;20;3222;3;159;66;10;0,531684028;9,036765482;5,382978726;14276;6225,762981;209,1208652;216,2284252;183,7008017;10;;475;426;3151;;;;;0,412943505;0,166140664;0,587056495;;;
8822475;Boortmeerbeek;1;2;186;0;186;149,6;152;180;0;180;92;4;82;34;4;0,539816744;8,022201115;3,531914893;3061;307,7235457;156,9214769;81,35803495;70,16543795;5,657026398;64,1873;270;230;2922;0;0;0,032110356;0,048249197;0,919640448;0,091083021;0,080359552;0,224582701;0,393019727;0,382397572
8811163;Bordet;3;6;82;0;82;;;18;0;18;2905;18;214;67;14;0,557303723;9,255273251;6,053191491;19360;15051,44946;234,1095887;211,5017739;191,312566;8,082298137;;890;756;3788;;;;;0,379964803;0,208329927;0,620035197;;;
8822772;Bornem;4;1;124;0;124;124;307;336;0;336;53;3;43;34;2;0,511622299;6,4717868;2,893617025;6245;2297,890847;170,397736;141,8349522;93,94388703;6,49068323;76,1989;492;387;4080;0,082299933;0;0,0604365;0,07211983;0,785143737;0,123297303;0,214856263;0,225428314;0,392245266;0,38232642
8811437;Bosvoorde;3;4;53;0;53;;;12;0;12;292;1;75;34;4;0,569815297;9,101938872;5,872340426;7486;3640,378374;188,6913377;186,3249774;166,4055238;9,430318323;;426;398;3051;;;;;0,587642942;0,16254313;0,412357058;;;
8821725;Bouwel;1;2;187;0;187;149,6;201,6;252;0;252;3;1;48;34;2;0,561458816;6,706040666;5,127659578;2701;304,2799911;124,8010944;92,09196386;34,70650334;4,10326087;66,9122;292;232;2908;0;0;0,035137322;0,045057374;0,919805304;0,074076497;0,080194696;0,208247423;0,457731959;0,334020619
8891009;Brugge;5;4;85;1971;2056;1736;3854;4421;275;4696;2401;50;249;200;13;0,797548225;6,479640935;6,744680853;8422;8368,573042;225,1592088;229,9681603;183,2936345;8,55007764;88,8678;726;592;6540;0,126903541;0,11756041;0,136567805;0,181011889;0,412823734;3,021928605;0,587176266;0,01936017;0,36135049;0,61928934
8891033;Brugge-Sint-Pieters;4;6;;0;;16;14;24;0;24;461;5;31;14;2;0,326644001;5,980335265;5,10638298;5655;2311,031556;198,6775711;200,5771977;169,0151573;6,776009317;86,8612;641;494;5113;;;;;0,482965269;0,011283175;0,517034731;;;
8813003;Brussel-Centraal;5;4;;0;;;;230;78;308;2874;15;1092;659;57;0,676049383;9,970494466;9,978723403;29669;60678,44118;295,5274202;283,1605443;240,0221012;9,166343168;;1491;1103;6492;;;;;0,351898075;9,685869867;0,648101925;;;
8813045;Brussel-Congres;3;6;0;20;20;;;6;0;6;79;3;56;0;4;0,34434076;9,98271106;9,89361702;36261;67780,81918;271,0069442;254,5699551;220,851191;9,430318323;;1309;950;6093;;;;;0,197066656;0,091573594;0,802933344;;;
8813037;Brussel-Kapellekerk;3;6;77;0;77;;;16;0;16;305;10;29;0;2;0,340277778;9,959079764;9,978723403;44256;47653,87443;278,5808675;258,2320982;216,6001721;8,981948758;;1400;915;5325;;;;;0,535754797;0,014717185;0,464245203;;;
8811304;Brussel-Luxemburg;3;4;;0;;;;252;0;252;2387;10;343;171;21;0,556267361;9,553336659;7,244680851;29906;30110,36803;258,959971;250,1478928;204,520743;9,427406832;;952;709;5050;;;;;0,317731988;1,485945089;0,682268012;;;
8819406;Brussels Airport - Zaventem;5;4;;0;;66,4;305,6;0;0;0;1338;20;219;219;12;0,728414834;9,596681845;7,680851064;1059;1173,902546;44,82740511;40,76021679;45,37729259;3,670419255;62,597;158;141;1088;0;0,012697467;0,338200198;0,303876683;0,345225653;1,333540464;0,654774347;0;0,333333333;0,666666667
8812005;Brussel-Noord;5;3;0;83;83;;;382;0;382;2202;36;1093;660;57;0,697921007;10;9,946808513;44291;51883,23592;260,0516059;239,8814995;214,6972316;9,219720497;;1066;769;5036;;;;;0,31626951;10;0,68373049;;;
8811916;Brussel-Schuman;3;3;;0;;;;141;0;141;1634;9;345;171;21;0,557303723;9,658941062;7,244680851;39141;21982,32239;280,4449943;263,7106878;217,229195;9,498253106;;1158;838;5927;;;;;0,377417504;1,288734813;0,622582496;;;
8815040;Brussel-West;3;6;;0;;;;0;0;0;1047;7;29;32;2;0,36;8,972086157;6,010638296;51138;12532,42734;296,4004268;267,6229538;246,0830916;9,285714286;;817;585;3224;;;;;0,31661721;0,010629078;0,68338279;;;
8814001;Brussel-Zuid;5;4;0;1650;1650;;;164;178;342;2682;18;949;584;49;0,790123457;9,942834754;10;62003;41328,1772;254,8529639;232,6071408;193,5330276;8,476319876;;958;590;3930;;;;;0,36601706;9,55554102;0,63398294;;;
8811148;Buda;3;6;26;0;26;20,8;0;0;0;0;153;1;28;0;2;0,340277778;9,729615214;5,755319147;866;69718,85818;82,46079599;103,7044727;90,5716241;6,059782609;78,2864;151;115;1861;0;0;0,697949021;0,140325498;0,161725482;0,005069253;0,838274518;0,4;0,2;0,4
8822145;Buggenhout;1;2;157;0;157;145;176;200;0;200;50;2;42;32;2;0,609266975;6,975476747;3,563829789;4471;927,0625713;189,232156;118,347355;62,32469286;4,896156832;65,1813;351;278;2803;0,072416628;0;0,03470125;0,050766637;0,842115485;0,08339738;0,157884515;0,276344086;0,422580645;0,301075269
8814340;Buizingen;1;2;63;0;63;50,4;12,8;16;0;16;140;1;64;33;4;0,530671779;9,232832421;6,563829788;2775;4160,953403;116,256891;124,3741709;54,1355869;7,554347826;81,8383;210;155;2240;;;;;0,774613722;0,065246186;0,225386278;;;
8895455;Burst;1;2;165;0;165;421;95;92;0;92;5;2;61;34;2;0,622345679;7,464690998;5,127659578;3014;199,4460229;145,7541637;77,87844309;26,75843056;3,755822981;61,3196;292;229;2824;0;0;0,008492762;0,021982668;0,969524569;0,151587003;0,030475431;0,283917341;0,364779874;0,351302785
8814175;De Hoek;1;5;38;0;38;30,4;0;0;0;0;86;1;38;63;2;0,65902826;8,642084551;5,904255322;3954;484,0975393;131,8162623;116,6011569;70,09827194;4,058618012;56,0905;343;280;2916;0;0;0,036995029;0,050044545;0,912960425;0,033522476;0,087039575;0,671497585;0,256038647;0,072463768
8892338;De Panne;4;3;56;0;56;64;42;56;0;56;88;2;20;15;1;0,579290123;0,799502326;4,234042554;1970;618,5884657;100,342707;82,12428716;94,4359246;1,743012422;73,1933;290;252;2255;0,033416555;0;0,026609471;0,461633701;0,478340273;0,113649371;0,521659727;0,141342756;0,316254417;0,542402827
8892080;De Pinte;1;2;190;0;190;260;355;412;0;412;0;0;125;98;6;0,625637056;8,777841089;6,287234042;5251;738,2072813;191,9161208;123,969882;117,2501231;7,253493789;71,305;456;349;3691;0,043075602;0;0,043138278;0,046306464;0,867479656;0,258204831;0,132520344;0,299713877;0,477825465;0,222460658
8892106;Deinze;2;1;620;7;627;165;456;888;0;888;240;10;86;68;4;0,64;8,416670696;5,893617024;7706;4154,517793;196,2971498;173,6003636;92,79511899;7,505822981;84,6969;613;439;5296;0,044118371;0,018771058;0,080381728;0,064384909;0,792343934;0,363187415;0,207656066;0,145154465;0,303427846;0,551417689
8811205;Delta;3;6;394;0;394;;;0;0;0;898;6;52;0;4;0,294909336;8,774485282;3,925531918;21534;16369,0416;213,618939;196,1174027;161,6615065;9,289596273;;843;644;3194;;;;;0,347322268;0,044642127;0,652677732;;;
8895802;Denderleeuw;1;1;0;1115;1115;969;526;883;0;883;92;3;282;155;14;0,608183353;9,113274021;6,861702131;6944;1334,897093;183,4702271;128,8455537;120,3094012;6,135481366;62,5772;377;295;3950;0,015398163;0,005144039;0,025311476;0,027729849;0,892078047;1,590600625;0,107921953;0,200395844;0,449777338;0,349826818
8893401;Dendermonde;2;1;817;0;817;928;976;951;0;951;354;16;150;82;8;0,641111593;6,687522906;6,010638296;9180;4898,222641;216,4223297;195,5105524;144,152311;7,526203416;82,054;528;475;5547;0,060801679;0,01689349;0,053761132;0,039102437;0,776193759;0,919987572;0,223806241;0,136765356;0,357490057;0,505744587
8811213;Diegem;1;6;34;0;34;20;43;168;0;168;201;2;135;74;8;0,62783613;9,724599851;8,063829791;3762;10646,30611;131,6399644;118,9450805;118,7419029;5,72496118;79,257;295;303;3528;0;0;0,619105566;0,082880915;0,298013519;0,216996713;0,701986481;0,302816901;0,38028169;0,316901408
8831112;Diepenbeek;4;1;183;0;183;148;59;64;0;64;77;3;73;34;4;0,463155864;4,850521933;5,765957446;3565;3008,961608;171,0295191;106,8602802;70,23474778;6,389751553;75,0502;349;298;3342;0;0,062589707;0,052716792;0,145312121;0,73938138;0,063283894;0,26061862;0,126168224;0,341121495;0,53271028
8814464;Diesdelle;3;1;62;28;90;;;0;0;0;588;5;159;66;10;0,531684028;8,903337874;5,382978726;9285;3593,551574;235,9949209;246,531623;205,9902311;9,688470497;;508;452;3004;;;;;0,563982953;0,116756332;0,436017047;;;
8831401;Diest;2;1;1048;0;1048;998;348;532;0;532;372;16;125;69;6;0,642224151;6,602381735;5,393617025;3260;2524,000039;152,9256418;137,7658233;109,058063;4,194487578;76,8886;307;297;3567;0,01938155;0,02595696;0,053054919;0,064541929;0,837064642;0,465226563;0,162935358;0,038472499;0,184667997;0,776859504
8892452;Diksmuide;4;1;108;0;108;158;99;86;0;86;234;9;40;30;2;0,53574267;3,568879829;4,234042554;4831;1605,172305;154,8132649;136,7099341;105,2059081;6,360636646;75,6159;546;403;4322;0,033629868;0;0,096134397;0,134002961;0,736232774;0,096969895;0,263767226;0,184185149;0,153326905;0,662487946
8812237;Dilbeek;1;1;76;0;76;97;52;112;0;112;274;4;68;36;4;0,544931038;7,878822922;6,095744679;4060;607,8317682;147,9931716;132,4867275;115,8749227;5,883152174;72,7977;432;333;4091;0,018530441;0,137895359;0,05855311;0,0355787;0,74944239;0,119372721;0,25055761;0,21257485;0,497005988;0,290419162
8892031;Drongen;1;5;176;0;176;104;96;182;0;182;52;1;51;36;2;0,608183353;8,820118254;6,329787237;4355;993,332269;166,2762411;155,3953041;147,9851329;5,911296584;67,8747;375;315;3705;;;;;0,857207864;0,062956846;0,142792136;;;
